Episode 298/400 | Steps 746 | Raw 0.0 | Shaped 74.60 | Eps 0.0500
Episode 299/400 | Steps 1284 | Raw 0.0 | Shaped 128.40 | Eps 0.0500
Episode 300/400 | Steps 1252 | Raw 0.0 | Shaped 125.20 | Eps 0.0500
Eval ep 300: mean 932.3 | [830, 393, 1574]
Episode 301/400 | Steps 1020 | Raw 0.0 | Shaped 102.00 | Eps 0.0500
Episode 302/400 | Steps 1241 | Raw 0.0 | Shaped 124.10 | Eps 0.0500
Episode 303/400 | Steps 738 | Raw 0.0 | Shaped 73.80 | Eps 0.0500
Episode 304/400 | Steps 1068 | Raw 0.0 | Shaped 106.80 | Eps 0.0500
Episode 305/400 | Steps 1194 | Raw 0.0 | Shaped 119.40 | Eps 0.0500
Episode 306/400 | Steps 722 | Raw 0.0 | Shaped 72.20 | Eps 0.0500
Episode 307/400 | Steps 675 | Raw 0.0 | Shaped 67.50 | Eps 0.0500
Episode 308/400 | Steps 715 | Raw 0.0 | Shaped 71.50 | Eps 0.0500
Episode 309/400 | Steps 679 | Raw 0.0 | Shaped 67.90 | Eps 0.0500
Episode 310/400 | Steps 847 | Raw 0.0 | Shaped 84.70 | Eps 0.0500
Eval ep 310: mean 1252.0 | [1063, 847, 1846]
Episode 311/400 | Steps 949 | Raw 0.0 | Shaped 94.90 | Eps 0.0500
Episode 312/400 | Steps 848 | Raw 0.0 | Shaped 84.80 | Eps 0.0500
Episode 313/400 | Steps 787 | Raw 0.0 | Shaped 78.70 | Eps 0.0500
Episode 314/400 | Steps 1011 | Raw 0.0 | Shaped 101.10 | Eps 0.0500
Episode 315/400 | Steps 1008 | Raw 0.0 | Shaped 100.80 | Eps 0.0500
Episode 316/400 | Steps 1007 | Raw 0.0 | Shaped 100.70 | Eps 0.0500
Episode 317/400 | Steps 1010 | Raw 0.0 | Shaped 101.00 | Eps 0.0500
Episode 318/400 | Steps 698 | Raw 0.0 | Shaped 69.80 | Eps 0.0500
Episode 319/400 | Steps 682 | Raw 0.0 | Shaped 68.20 | Eps 0.0500
Episode 320/400 | Steps 678 | Raw 0.0 | Shaped 67.80 | Eps 0.0500
Eval ep 320: mean 1333.3 | [1365, 1634, 1001]
Episode 321/400 | Steps 1250 | Raw 0.0 | Shaped 125.00 | Eps 0.0500
Episode 322/400 | Steps 710 | Raw 0.0 | Shaped 71.00 | Eps 0.0500
Episode 323/400 | Steps 784 | Raw 0.0 | Shaped 78.40 | Eps 0.0500
Episode 324/400 | Steps 715 | Raw 0.0 | Shaped 71.50 | Eps 0.0500
Episode 325/400 | Steps 504 | Raw 0.0 | Shaped 50.40 | Eps 0.0500
Episode 326/400 | Steps 701 | Raw 0.0 | Shaped 70.10 | Eps 0.0500
Episode 327/400 | Steps 716 | Raw 0.0 | Shaped 71.60 | Eps 0.0500
Episode 328/400 | Steps 715 | Raw 0.0 | Shaped 71.50 | Eps 0.0500
Episode 329/400 | Steps 688 | Raw 0.0 | Shaped 68.80 | Eps 0.0500
Episode 330/400 | Steps 502 | Raw 0.0 | Shaped 50.20 | Eps 0.0500
Eval ep 330: mean 650.3 | [564, 692, 695]
Episode 331/400 | Steps 712 | Raw 0.0 | Shaped 71.20 | Eps 0.0500
Episode 332/400 | Steps 789 | Raw 0.0 | Shaped 78.90 | Eps 0.0500
Episode 333/400 | Steps 689 | Raw 0.0 | Shaped 68.90 | Eps 0.0500
Episode 334/400 | Steps 1241 | Raw 0.0 | Shaped 124.10 | Eps 0.0500
Episode 335/400 | Steps 592 | Raw 0.0 | Shaped 59.20 | Eps 0.0500
Episode 336/400 | Steps 1032 | Raw 0.0 | Shaped 103.20 | Eps 0.0500
Episode 337/400 | Steps 678 | Raw 0.0 | Shaped 67.80 | Eps 0.0500
Episode 338/400 | Steps 1014 | Raw 0.0 | Shaped 101.40 | Eps 0.0500
Episode 339/400 | Steps 936 | Raw 0.0 | Shaped 93.60 | Eps 0.0500
Episode 340/400 | Steps 784 | Raw 0.0 | Shaped 78.40 | Eps 0.0500
Eval ep 340: mean 653.0 | [332, 1234, 393]
Episode 341/400 | Steps 722 | Raw 0.0 | Shaped 72.20 | Eps 0.0500
Episode 342/400 | Steps 487 | Raw 0.0 | Shaped 48.70 | Eps 0.0500
Episode 343/400 | Steps 715 | Raw 0.0 | Shaped 71.50 | Eps 0.0500
Episode 344/400 | Steps 985 | Raw 0.0 | Shaped 98.50 | Eps 0.0500
Episode 345/400 | Steps 982 | Raw 0.0 | Shaped 98.20 | Eps 0.0500
Episode 346/400 | Steps 939 | Raw 0.0 | Shaped 93.90 | Eps 0.0500
Episode 347/400 | Steps 1019 | Raw 0.0 | Shaped 101.90 | Eps 0.0500
Episode 348/400 | Steps 1072 | Raw 0.0 | Shaped 107.20 | Eps 0.0500
Episode 349/400 | Steps 954 | Raw 0.0 | Shaped 95.40 | Eps 0.0500
Episode 350/400 | Steps 988 | Raw 0.0 | Shaped 98.80 | Eps 0.0500
Eval ep 350: mean 1369.7 | [1439, 1842, 828]
Episode 351/400 | Steps 1894 | Raw 0.0 | Shaped 189.40 | Eps 0.0500
Episode 352/400 | Steps 1282 | Raw 0.0 | Shaped 128.20 | Eps 0.0500
Episode 353/400 | Steps 490 | Raw 0.0 | Shaped 49.00 | Eps 0.0500
Episode 354/400 | Steps 1198 | Raw 0.0 | Shaped 119.80 | Eps 0.0500
Episode 355/400 | Steps 834 | Raw 0.0 | Shaped 83.40 | Eps 0.0500
Episode 356/400 | Steps 1362 | Raw 0.0 | Shaped 136.20 | Eps 0.0500
Episode 357/400 | Steps 1032 | Raw 0.0 | Shaped 103.20 | Eps 0.0500
Episode 358/400 | Steps 1201 | Raw 0.0 | Shaped 120.10 | Eps 0.0500
Episode 359/400 | Steps 1019 | Raw 0.0 | Shaped 101.90 | Eps 0.0500
Episode 360/400 | Steps 588 | Raw 0.0 | Shaped 58.80 | Eps 0.0500
Eval ep 360: mean 1067.3 | [715, 924, 1563]
Episode 361/400 | Steps 1504 | Raw 0.0 | Shaped 150.40 | Eps 0.0500
Episode 362/400 | Steps 634 | Raw 0.0 | Shaped 63.40 | Eps 0.0500
Episode 363/400 | Steps 1272 | Raw 0.0 | Shaped 127.20 | Eps 0.0500
Episode 364/400 | Steps 698 | Raw 0.0 | Shaped 69.80 | Eps 0.0500
Episode 365/400 | Steps 1502 | Raw 0.0 | Shaped 150.20 | Eps 0.0500
Episode 366/400 | Steps 657 | Raw 0.0 | Shaped 65.70 | Eps 0.0500
Episode 367/400 | Steps 1503 | Raw 0.0 | Shaped 150.30 | Eps 0.0500
Episode 368/400 | Steps 782 | Raw 0.0 | Shaped 78.20 | Eps 0.0500
Episode 369/400 | Steps 937 | Raw 0.0 | Shaped 93.70 | Eps 0.0500
Episode 370/400 | Steps 849 | Raw 0.0 | Shaped 84.90 | Eps 0.0500
Eval ep 370: mean 1428.7 | [762, 1903, 1621]
Episode 371/400 | Steps 963 | Raw 0.0 | Shaped 96.30 | Eps 0.0500
Episode 372/400 | Steps 1878 | Raw 0.0 | Shaped 187.80 | Eps 0.0500
Episode 373/400 | Steps 1509 | Raw 0.0 | Shaped 150.90 | Eps 0.0500
Episode 374/400 | Steps 597 | Raw 0.0 | Shaped 59.70 | Eps 0.0500
Episode 375/400 | Steps 703 | Raw 0.0 | Shaped 70.30 | Eps 0.0500
Episode 376/400 | Steps 1356 | Raw 0.0 | Shaped 135.60 | Eps 0.0500
Episode 377/400 | Steps 1041 | Raw 0.0 | Shaped 104.10 | Eps 0.0500
Episode 378/400 | Steps 1560 | Raw 0.0 | Shaped 156.00 | Eps 0.0500
Episode 379/400 | Steps 782 | Raw 0.0 | Shaped 78.20 | Eps 0.0500
Episode 380/400 | Steps 1208 | Raw 0.0 | Shaped 120.80 | Eps 0.0500
Eval ep 380: mean 1542.3 | [1759, 1569, 1299]
Episode 381/400 | Steps 1940 | Raw 0.0 | Shaped 194.00 | Eps 0.0500
Episode 382/400 | Steps 1082 | Raw 0.0 | Shaped 108.20 | Eps 0.0500
Episode 383/400 | Steps 1274 | Raw 0.0 | Shaped 127.40 | Eps 0.0500
Episode 384/400 | Steps 784 | Raw 0.0 | Shaped 78.40 | Eps 0.0500
Episode 385/400 | Steps 778 | Raw 0.0 | Shaped 77.80 | Eps 0.0500
Episode 386/400 | Steps 1350 | Raw 0.0 | Shaped 135.00 | Eps 0.0500
Episode 387/400 | Steps 936 | Raw 0.0 | Shaped 93.60 | Eps 0.0500
Episode 388/400 | Steps 638 | Raw 0.0 | Shaped 63.80 | Eps 0.0500
Episode 389/400 | Steps 456 | Raw 0.0 | Shaped 45.60 | Eps 0.0500
Episode 390/400 | Steps 1554 | Raw 0.0 | Shaped 155.40 | Eps 0.0500
Eval ep 390: mean 1059.0 | [1127, 1095, 955]
Episode 391/400 | Steps 1546 | Raw 0.0 | Shaped 154.60 | Eps 0.0500
Episode 392/400 | Steps 1942 | Raw 0.0 | Shaped 194.20 | Eps 0.0500
Episode 393/400 | Steps 1242 | Raw 0.0 | Shaped 124.20 | Eps 0.0500
Episode 394/400 | Steps 2107 | Raw 0.0 | Shaped 210.70 | Eps 0.0500
Episode 395/400 | Steps 709 | Raw 0.0 | Shaped 70.90 | Eps 0.0500
Episode 396/400 | Steps 1286 | Raw 0.0 | Shaped 128.60 | Eps 0.0500
Episode 397/400 | Steps 698 | Raw 0.0 | Shaped 69.80 | Eps 0.0500
Episode 398/400 | Steps 1559 | Raw 0.0 | Shaped 155.90 | Eps 0.0500
Episode 399/400 | Steps 578 | Raw 0.0 | Shaped 57.80 | Eps 0.0500
Episode 400/400 | Steps 1470 | Raw 0.0 | Shaped 147.00 | Eps 0.0500
Eval ep 400: mean 1358.7 | [840, 1849, 1387]
